ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR015149,2013 Hyundai Santa Fe 2.2 4x2 AT,850000,Hyundai,Santa Fe,2013,Yes,Automatic,Silver / Grey,1.0,SUV,2.2 4x2,"The 2013 Hyundai Santa Fe with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 850000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Le Grand Cars Auto Sales - Edsel Lomboy,Dealer,Diesel,Quezon,43651,HyundaiSantaFe,2538000,86
CAR015150,2013 Hyundai Santa Fe 2.2 4x2 AT,898000,Hyundai,Santa Fe,2013,Yes,Automatic,Red,23000.0,SUV,2.2 4x2,"The 2013 Hyundai Santa Fe with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 898000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Red Central Auto Exchange,Dealer,Diesel,Quezon,43615,HyundaiSantaFe,2538000,63
CAR015151,2001 Mitsubishi Space Gear 2.8 AT,160000,Mitsubishi,Space Gear,2001,Yes,Automatic,Blue,305560.0,Van / Minivan / Minibus,2.8,"The 2001 Mitsubishi Space Gear with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 160000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Maricel Aguilar,Individual,Diesel,Philippines,43659,MitsubishiSpaceGear,0,19
CAR015152,2013 Hyundai Santa Fe 2.2 4x2 AT,852000,Hyundai,Santa Fe,2013,Yes,Automatic,Silver / Grey,59000.0,SUV,2.2 4x2,"The 2013 Hyundai Santa Fe with Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 852000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",BDO Asset Management Group,Dealer,Diesel,Makati,43776,HyundaiSantaFe,2538000,21
CAR015153,2013 Hyundai Santa Fe 2.2 4x2 AT,690000,Hyundai,Santa Fe,2013,Yes,Automatic,White,49000.0,SUV,2.2 4x2,"â€¢Engine:2.2-liter DOHC 16-valve Inline-4 VGT CRDI â€¢Max Power:197 PS @ 3800 rpm â€¢Max Torque:423 Nm @ 1800-2500 rpm â€¢Transmission:6-A/T â€¢Kilometer: 49000

The 2013 Hyundai Santa Fe with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 690000.0. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Clark Sy,Individual,Diesel,Quezon,43775,HyundaiSantaFe,2538000,51
CAR015154,2013 Hyundai Santa Fe 2.2 4x2 MT,768000,Hyundai,Santa Fe,2013,Yes,Manual,White,30000.0,SUV,2.2 4x2,"The 2013 Hyundai Santa Fe with a Manual transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 768000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Marvin Car Exchange,Dealer,Diesel,Lemery,43614,HyundaiSantaFe,2538000,64
CAR015155,2013 Hyundai Starex 2.5 CVT AT,873000,Hyundai,Starex,2013,Yes,Automatic,Silver / Grey,103000.0,Van / Minivan / Minibus,2.5 CVT,"The 2013 Hyundai Starex CVT with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 873000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",BDO Asset Management Group,Dealer,Diesel,Makati,43776,HyundaiStarex,2225000,21
CAR015156,2013 Hyundai Starex 2.5 GLS VGT AT,770000,Hyundai,Starex,2013,Yes,Automatic,Silver / Grey,82000.0,Van / Minivan / Minibus,2.5 GLS VGT,"2013 Hyundai Grand Starex GLS CRDI VGT 10S Swivel Seats Automatic SRP: 770,000.00 All power All original Well Kept 100% Not flooded Good engine Very cool aircon Diesel Automatic 82tkms Swivel seats 10 seater GLS VGT Well kept Original paint No hidden defects Fresh in and out Price negotiable See to appreciate Apply fast and easy bank financing Trade in ok (spot cash) AVAILABLE SLOTS 1148 Pasong Tamo Street Brgy. San Antonio in between Kamagong and Estrella Sts., Makati City Open Daily Monday to Sundays even holidays 8am-6pm

The 2013 Hyundai Starex GLS VGT with an Automatic transmission is for sale in Makati. This vehicle runs on Diesel engine and is priced at 770000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Good Cars Trading,Dealer,Diesel,Makati,43623,HyundaiStarex,2938000,26
CAR015157,2013 Hyundai Starex 2.5 MT,785000,Hyundai,Starex,2013,Yes,Manual,Black,79326.0,Van / Minivan / Minibus,2.5,"The 2013 Hyundai Starex with an Manual transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 785000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Autofairway - Ric Pandanan,Dealer,Diesel,Las Pinas,43616,HyundaiStarex,1395000,62
CAR015158,2013 Hyundai Tucson 2.0 4x2 AT,570000,Hyundai,Tucson,2013,Yes,Automatic,Orange,39125.0,SUV,2.0 4x2,"The car is Casa-maintained and not very much used with only almost 40,000km since bought. Preventive Maintenance every 5,000 km at Hyundai. Complete with records. Currently registered.

The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 570000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Atty Jasrodriguez,Individual,Gasoline,Philippines,43503,HyundaiTucson,1715000,30
CAR015159,2013 Hyundai Tucson 2.0 4x2 AT,478000,Hyundai,Tucson,2013,Yes,Automatic,Black,83000.0,SUV,2.0 4x2,"The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 478000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Gretchen Laurente,Individual,Gasoline,Philippines,43623,HyundaiTucson,1715000,26
CAR015160,2013 Hyundai Tucson 2.0 4x2 MT,698000,Hyundai,Tucson,2013,Yes,Manual,White,66999.0,SUV,2.0 4x2,"The 2013 Hyundai Tucson with a Manual transmission is for sale in Quezon City. This vehicle runs on Diesel engine and is priced at 698000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Kotse Network Quezon Avenue - Larry Borlag...,Dealer,Diesel,Quezon,43571,HyundaiTucson,1368000,107
CAR015161,2013 Hyundai Tucson 2.0 4x4 AT,680000,Hyundai,Tucson,2013,Yes,Automatic,,,SUV,2.0 4x4,"Hyundai Tucson 2013 Automatic Used for sale. The Hyundai Tucson runs on Diesel and has a promo price of PHP 680000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",R.A.R.E. Cars- Raul Galinato,Dealer,Diesel,Quezon,43490,HyundaiTucson,1885000,188
CAR015162,2001 Nissan Cefiro 2.0 AT,238000,Nissan,Cefiro,2001,Yes,Automatic,Silver / Grey,,Saloon / Sedan,2,"Nissan Cefiro 2001 Automatic Used for sale. The Nissan Cefiro runs on Gasoline and has a promo price of PHP 238000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Automobili.co (SM Bicutan) - Warren Marmita,Dealer,Gasoline,Paranaque,43801,NissanCefiro,0,170
CAR015163,2013 Hyundai Tucson 2.0 4x4 AT,638000,Hyundai,Tucson,2013,Yes,Automatic,White,36000.0,SUV,2.0 4x4,"2013 Hyundai Tucson 4X4 2.0 R-EVGT CRDi Diesel AT Php 638,000 only!!! WITH CASA RECORDS â¤ï¸ 30% Downpayment 191,000 23,883-(2yrs) 16,991-(3yrs) 13,863-(4yrs) Pls look for Chin Ugarte Showroom Tag: Php 698,000 Online Value: PHP 638,000 ONLY! âš¡ FREE Transfer of Ownership FREE Interior & Exterior Detailing FREE Bank Processing Cash, bank financing, TRADE IN *Not included Chattel & Insurance 1ST OWNER Top of the Line Complete Casa Records (Hyundai E. Rodriguez) Every 5K KM CASA Check up!

The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 638000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",UGARTE CARS MANILA,Dealer,Diesel,Quezon,43616,HyundaiTucson,1885000,62
CAR015164,2013 Hyundai Tucson 2.0 4x4 AT,698000,Hyundai,Tucson,2013,Yes,Automatic,White,28000.0,SUV,2.0 4x4,"Hyundai Tucson Theta II
A/T
4X4
2.0L CVVT Diesel
1st Owned
TOP OF THE LINE
LIMITED EDITION
Fuel Efficient
All Power
Dual SRS Airbag
Cruise Control
Climate Control Aircon
Leather Seats
Power seat
Panoramic Sunroof
LIKE NEW
Foglamps
Integrated audio system
Reverse Sensor / Camera
Rear Spoiler
USB / Ipod / Aux port
Ready to Ride
Must see
Must have
Cartag / Showroom Price Php718,000.00
Promo /Discounted Price Php698,000.00
BEST BUY
with PNP CLEARANCE
and BANK FINANCING ASSISTANCE
Fully paid
No Bank Balance
Not repossessed
Flood and Major Accident Free
Money Back Guarantee


The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 698000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Red Central Auto Exchange / Kotse Network ...,Dealer,Diesel,Quezon,43643,HyundaiTucson,1885000,35
CAR015165,2013 Hyundai Tucson 2.0 4x4 AT,688000,Hyundai,Tucson,2013,Yes,Automatic,White,28000.0,SUV,2.0 4x4,"Hyundai Tucson Theta II
A/T
4X4
2L CVVT Diesel
1st Owned
TOP OF THE LINE
LIMITED EDITION
Fuel Efficient
All Power
Dual SRS Airbag
Cruise Control
Climate Control Aircon
Leather Seats
Power seat
Panoramic Sunroof
LIKE NEW
Foglamps
Integrated audio system
Reverse Sensor / Camera
Rear Spoiler
USB / Ipod / Aux port
Ready to Ride
Must see
Must have
Cartag / Showroom Price Php728,0000
Promo /Discounted Price Php688,0000
BEST BUY
with PNP CLEARANCE
and BANK FINANCING ASSISTANCE
Fully paid
No Bank Balance
Not repossessed
Flood and Major Accident Free
Money Back Guarantee


The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 688000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Red Central Auto Exchange / Kotse Network ...,Dealer,Diesel,Quezon,43776,HyundaiTucson,1885000,21
CAR015166,2013 Hyundai Tucson 2.0 R 4x4 AT,688000,Hyundai,Tucson,2013,Yes,Automatic,White,69000.0,SUV,2.0 R 4x4,"2013 Hyundai Tucson R-EVGT CRDi Diesel Automatic Php 688,000 only!!! WITH CASA RECORDS

The 2013 Hyundai Tucson with an Automatic transmission is for sale in Quezon City. This vehicle runs on Diesel engine and is priced at 688000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",UGARTE CARS MANILA,Dealer,Diesel,Quezon,43559,HyundaiTucson,1885000,119
CAR015167,2013 Hyundai Tucson 2.0 R 4x4 AT,675000,Hyundai,Tucson,2013,Yes,Automatic,Silver / Grey,25000.0,SUV,2.0 R 4x4,"2013 Hyundai Tucson CRDi 4WD Diesel, Automatic Transmission, Power steering Silver Color Mileage: 25,000 ++ kms 1st Owner With DVD player, backing camera and GPS Number coding every Thursday (8) LTO registered last August 2018 With complete tools (eg jack) and unused spare tire

The 2013 Hyundai Tucson R with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 675000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",MIKE SIBAYAN,Individual,Diesel,Philippines,43560,HyundaiTucson,1885000,89
CAR015168,2013 Hyundai Tucson 2.2 4x2 AT,688000,Hyundai,Tucson,2013,Yes,Automatic,Black,40000.0,SUV,2.2 4x2,"The 2013 Hyundai Tucson with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 688000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Marvin Car Exchange,Dealer,Diesel,Lemery,43614,HyundaiTucson,1885000,64
CAR015169,2013 Isuzu Alterra 3.0 4x2 AT,785000,Isuzu,Alterra,2013,Yes,Automatic,Black,124577.0,SUV,3.0 4x2,"The 2013 Isuzu Alterra with an Automatic transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 785000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Autofairway - Ric Pandanan,Dealer,Diesel,Las Pinas,43616,IsuzuAlterra,445000,62
CAR015170,2013 Isuzu Crosswind 2.5 SPORTIVO AT,745000,Isuzu,Crosswind Sportivo,2013,Yes,Automatic,Beige,,MPV / AUV,2.5,"The 2013 Isuzu Crosswind SPORTIVO with an Automatic transmission is for sale in Las Pinas. This vehicle runs on Diesel engine and is priced at 745000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Car City - Dars/Jen,Dealer,Diesel,Las Pinas,43599,IsuzuCrosswindSportivo,1345000,79
CAR015171,2013 Isuzu Crosswind 2.5 SPORTIVO AT,745000,Isuzu,Crosswind Sportivo,2013,Yes,Automatic,Beige,1.0,MPV / AUV,2.5,"The 2013 Isuzu Crosswind SPORTIVO with an Automatic transmission is for sale in Las Pinas. This vehicle runs on Diesel engine and is priced at 745000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Car City - Dars/Jen,Dealer,Diesel,Las Pinas,43530,IsuzuCrosswindSportivo,1345000,59
CAR015172,2013 Isuzu Crosswind 2.5 SPORTIVO AT,745000,Isuzu,Crosswind Sportivo,2013,Yes,Automatic,Beige,,MPV / AUV,2.5,"The 2013 Isuzu Crosswind SPORTIVO with an Automatic transmission is for sale in Las Pinas. This vehicle runs on Diesel engine and is priced at 745000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Car City - Dars/Jen,Dealer,Diesel,Las Pinas,43684,IsuzuCrosswindSportivo,1345000,24
CAR015173,2001 Nissan Frontier 3.2 4x2 AT,348000,Nissan,Frontier,2001,Yes,Automatic,Black,,Pickup / Truck,3.2 4x2,"Nissan Frontier 2001 Automatic Used for sale. The Nissan Frontier runs on Diesel and has a promo price of PHP 348000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Lucky 323 Car Trading - Roderick Bernardo,Dealer,Diesel,Quezon,43680,NissanFrontier,788000,146
CAR015174,2013 Isuzu Crosswind 2.5 SPORTIVO MT,708000,Isuzu,Crosswind Sportivo,2013,Yes,Manual,Black,50000.0,MPV / AUV,2.5,"Isuzu Crosswind 2013 Manual SPORTIVO Used for sale. The Isuzu Crosswind runs on Diesel and has a promo price of PHP 708000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Driven Rides,Dealer,Diesel,Quezon,43515,IsuzuCrosswindSportivo,1310000,163
